Member_number,Date,itemDescription,Invoice_id
4484,27-11-2015,rolls/buns,4484_27-11-2015
2353,07-02-2015,canned beer,2353_07-02-2015
3130,18-02-2015,canned beer,3130_18-02-2015
4273,14-06-2015,other vegetables,4273_14-06-2015
4565,30-12-2015,canned beer,4565_30-12-2015
2504,14-08-2015,curd,2504_14-08-2015
4127,23-10-2015,butter,4127_23-10-2015
2690,01-04-2015,other vegetables,2690_01-04-2015
4129,22-09-2015,whole milk,4129_22-09-2015
4511,29-06-2015,beef,4511_29-06-2015
1602,04-08-2015,sausage,1602_04-08-2015
4369,01-02-2015,soda,4369_01-02-2015
1302,29-09-2015,fruit/vegetable juice,1302_29-09-2015
3326,30-04-2015,rolls/buns,3326_30-04-2015
2066,21-05-2015,pip fruit,2066_21-05-2015
3483,15-01-2015,frozen vegetables,3483_15-01-2015
2840,12-02-2015,beverages,2840_12-02-2015
1807,18-05-2015,hamburger meat,1807_18-05-2015
2067,12-08-2015,root vegetables,2067_12-08-2015
3783,17-02-2015,canned beer,3783_17-02-2015
2884,04-01-2015,frozen vegetables,2884_04-01-2015
2908,15-03-2015,canned beer,2908_15-03-2015
1330,10-07-2015,newspapers,1330_10-07-2015
2293,08-05-2015,rolls/buns,2293_08-05-2015
3718,20-05-2015,hamburger meat,3718_20-05-2015
4338,25-01-2015,pip fruit,4338_25-01-2015
3486,08-11-2015,canned beer,3486_08-11-2015
3635,04-09-2015,grapes,3635_04-09-2015
2857,18-02-2015,root vegetables,2857_18-02-2015
3684,13-08-2015,citrus fruit,3684_13-08-2015
3120,20-10-2015,cling film/bags,3120_20-10-2015
3872,19-03-2015,frankfurter,3872_19-03-2015
2777,07-04-2015,whole milk,2777_07-04-2015
2702,27-05-2015,pork,2702_27-05-2015
4796,29-06-2015,chicken,4796_29-06-2015
1564,23-10-2015,sausage,1564_23-10-2015
2740,02-07-2015,specialty bar,2740_02-07-2015
1833,13-04-2015,whipped/sour cream,1833_13-04-2015
1757,23-12-2015,root vegetables,1757_23-12-2015
2975,24-10-2015,rolls/buns,2975_24-10-2015
4032,10-08-2015,other vegetables,4032_10-08-2015
3979,16-09-2015,citrus fruit,3979_16-09-2015
3772,09-03-2015,whole milk,3772_09-03-2015
4523,28-10-2015,frankfurter,4523_28-10-2015
4004,19-04-2015,coffee,4004_19-04-2015
2936,08-06-2015,ham,2936_08-06-2015
2394,21-06-2015,canned beer,2394_21-06-2015
4616,16-08-2015,canned beer,4616_16-08-2015
2362,08-07-2015,canned beer,2362_08-07-2015
3593,03-11-2015,pip fruit,3593_03-11-2015
4389,27-08-2015,pork,4389_27-08-2015
3206,11-08-2015,soap,3206_11-08-2015
4601,04-01-2015,pip fruit,4601_04-01-2015
4382,13-11-2015,beef,4382_13-11-2015
2718,08-06-2015,sausage,2718_08-06-2015
4691,12-10-2015,frozen chicken,4691_12-10-2015
3735,28-11-2015,soda,3735_28-11-2015
3900,20-12-2015,tropical fruit,3900_20-12-2015
4959,30-06-2015,other vegetables,4959_30-06-2015
1815,30-08-2015,beef,1815_30-08-2015
2454,08-04-2015,meat,2454_08-04-2015
4778,15-01-2015,meat,4778_15-01-2015
2289,04-11-2015,bottled water,2289_04-11-2015
1734,13-07-2015,rolls/buns,1734_13-07-2015
4019,05-02-2015,pastry,4019_05-02-2015
4605,28-05-2015,pork,4605_28-05-2015
4864,14-11-2015,pip fruit,4864_14-11-2015
4205,22-02-2015,beef,4205_22-02-2015
1862,03-08-2015,beef,1862_03-08-2015
1846,19-07-2015,rolls/buns,1846_19-07-2015
2019,28-05-2015,citrus fruit,2019_28-05-2015
2042,19-11-2015,meat,2042_19-11-2015
1768,26-05-2015,beverages,1768_26-05-2015
3847,26-03-2015,beef,3847_26-03-2015
3557,20-07-2015,ham,3557_20-07-2015
3975,27-02-2015,hamburger meat,3975_27-02-2015
4198,18-03-2015,beef,4198_18-03-2015
2580,04-09-2015,beef,2580_04-09-2015
3474,25-08-2015,root vegetables,3474_25-08-2015
1678,14-11-2015,citrus fruit,1678_14-11-2015
4254,14-08-2015,yogurt,4254_14-08-2015
4704,21-08-2015,tropical fruit,4704_21-08-2015
3343,10-05-2015,frankfurter,3343_10-05-2015
3812,24-06-2015,beef,3812_24-06-2015
3093,13-03-2015,shopping bags,3093_13-03-2015
2170,18-06-2015,canned beer,2170_18-06-2015
4867,29-10-2015,rolls/buns,4867_29-10-2015
3899,23-03-2015,other vegetables,3899_23-03-2015
2941,03-10-2015,hamburger meat,2941_03-10-2015
1958,03-07-2015,hamburger meat,1958_03-07-2015
2760,08-08-2015,frankfurter,2760_08-08-2015
4413,03-08-2015,bottled beer,4413_03-08-2015
1737,15-05-2015,tropical fruit,1737_15-05-2015
4202,18-02-2015,soda,4202_18-02-2015
1065,13-11-2015,frankfurter,1065_13-11-2015
3819,28-06-2015,chicken,3819_28-06-2015
2854,08-02-2015,coffee,2854_08-02-2015
4387,16-09-2015,whole milk,4387_16-09-2015
4530,12-04-2015,margarine,4530_12-04-2015
4191,03-11-2015,tropical fruit,4191_03-11-2015
3102,04-12-2015,meat,3102_04-12-2015
1946,25-01-2015,cream cheese ,1946_25-01-2015
2156,15-05-2015,newspapers,2156_15-05-2015
1444,16-12-2015,rolls/buns,1444_16-12-2015
1699,14-05-2015,citrus fruit,1699_14-05-2015
4954,04-05-2015,whole milk,4954_04-05-2015
2207,08-04-2015,frankfurter,2207_08-04-2015
4826,28-01-2015,ham,4826_28-01-2015
2374,08-06-2015,frankfurter,2374_08-06-2015
1604,18-08-2015,sausage,1604_18-08-2015
4437,29-11-2015,domestic eggs,4437_29-11-2015
2319,10-05-2015,whole milk,2319_10-05-2015
3018,27-06-2015,rolls/buns,3018_27-06-2015
1195,28-09-2015,whole milk,1195_28-09-2015
1768,04-09-2015,sausage,1768_04-09-2015
3017,28-09-2015,curd,3017_28-09-2015
3384,29-11-2015,bottled water,3384_29-11-2015
1918,30-01-2015,beef,1918_30-01-2015
2524,17-10-2015,frankfurter,2524_17-10-2015
2798,17-06-2015,chicken,2798_17-06-2015
2096,25-01-2015,sausage,2096_25-01-2015
1489,13-03-2015,pork,1489_13-03-2015
1431,20-07-2015,yogurt,1431_20-07-2015
2747,05-07-2015,whole milk,2747_05-07-2015
3054,22-03-2015,frankfurter,3054_22-03-2015
2691,09-10-2015,beef,2691_09-10-2015
1752,19-04-2015,pip fruit,1752_19-04-2015
3027,15-09-2015,sausage,3027_15-09-2015
4452,17-06-2015,pastry,4452_17-06-2015
4129,13-08-2015,chicken,4129_13-08-2015
3523,09-11-2015,root vegetables,3523_09-11-2015
2128,11-02-2015,whole milk,2128_11-02-2015
4867,03-02-2015,detergent,4867_03-02-2015
4762,30-10-2015,rolls/buns,4762_30-10-2015
1632,29-05-2015,house keeping products,1632_29-05-2015
4018,17-11-2015,yogurt,4018_17-11-2015
1722,13-07-2015,tropical fruit,1722_13-07-2015
1438,19-10-2015,tropical fruit,1438_19-10-2015
3958,27-10-2015,curd,3958_27-10-2015
3292,13-09-2015,beef,3292_13-09-2015
2861,23-02-2015,whole milk,2861_23-02-2015
1757,24-02-2015,pork,1757_24-02-2015
1509,30-12-2015,other vegetables,1509_30-12-2015
2364,11-05-2015,rolls/buns,2364_11-05-2015
3084,26-10-2015,frankfurter,3084_26-10-2015
1850,17-02-2015,yogurt,1850_17-02-2015
1949,17-03-2015,whole milk,1949_17-03-2015
4740,02-10-2015,bottled water,4740_02-10-2015
1072,23-10-2015,frankfurter,1072_23-10-2015
4196,09-07-2015,rolls/buns,4196_09-07-2015
4814,13-09-2015,whole milk,4814_13-09-2015
1514,28-02-2015,rolls/buns,1514_28-02-2015
4584,25-10-2015,chicken,4584_25-10-2015
2751,03-02-2015,tropical fruit,2751_03-02-2015
4155,24-09-2015,sausage,4155_24-09-2015
4670,11-10-2015,sausage,4670_11-10-2015
4566,27-07-2015,frankfurter,4566_27-07-2015
2371,30-08-2015,UHT-milk,2371_30-08-2015
3442,14-11-2015,rolls/buns,3442_14-11-2015
3090,27-09-2015,canned beer,3090_27-09-2015
1457,09-01-2015,yogurt,1457_09-01-2015
4952,08-04-2015,whipped/sour cream,4952_08-04-2015
3165,11-01-2015,rolls/buns,3165_11-01-2015
2608,19-09-2015,rolls/buns,2608_19-09-2015
2040,07-10-2015,beverages,2040_07-10-2015
1327,09-08-2015,rolls/buns,1327_09-08-2015
3363,07-01-2015,rolls/buns,3363_07-01-2015
1731,09-09-2015,bottled beer,1731_09-09-2015
2760,02-08-2015,citrus fruit,2760_02-08-2015
3120,14-01-2015,bottled water,3120_14-01-2015
1332,30-04-2015,pastry,1332_30-04-2015
4530,12-09-2015,domestic eggs,4530_12-09-2015
3145,23-02-2015,beef,3145_23-02-2015
1099,13-08-2015,spread cheese,1099_13-08-2015
3188,06-12-2015,tropical fruit,3188_06-12-2015
3748,13-10-2015,packaged fruit/vegetables,3748_13-10-2015
4655,31-03-2015,whole milk,4655_31-03-2015
1827,01-05-2015,meat,1827_01-05-2015
2485,17-02-2015,onions,2485_17-02-2015
4683,15-01-2015,frankfurter,4683_15-01-2015
4358,06-11-2015,beef,4358_06-11-2015
1931,09-10-2015,beef,1931_09-10-2015
2490,18-12-2015,sausage,2490_18-12-2015
4842,08-12-2015,chicken,4842_08-12-2015
4616,01-01-2015,canned beer,4616_01-01-2015
2810,22-09-2015,sausage,2810_22-09-2015
2785,18-10-2015,tropical fruit,2785_18-10-2015
3591,20-07-2015,frankfurter,3591_20-07-2015
3896,10-09-2015,sausage,3896_10-09-2015
3842,01-07-2015,beef,3842_01-07-2015
2648,10-07-2015,tropical fruit,2648_10-07-2015
4688,02-10-2015,yogurt,4688_02-10-2015
3511,26-08-2015,frankfurter,3511_26-08-2015
3084,04-09-2015,bottled beer,3084_04-09-2015
3810,07-05-2015,grapes,3810_07-05-2015
4348,26-02-2015,beverages,4348_26-02-2015
3584,10-03-2015,curd,3584_10-03-2015
2620,11-06-2015,ice cream,2620_11-06-2015
2716,18-01-2015,sausage,2716_18-01-2015
3797,10-08-2015,other vegetables,3797_10-08-2015
2976,02-06-2015,dessert,2976_02-06-2015
2762,07-11-2015,decalcifier,2762_07-11-2015
3752,25-04-2015,canned beer,3752_25-04-2015
1659,30-11-2015,coffee,1659_30-11-2015
4109,08-02-2015,berries,4109_08-02-2015
1542,07-08-2015,pork,1542_07-08-2015
2068,07-06-2015,frankfurter,2068_07-06-2015
4509,14-06-2015,pork,4509_14-06-2015
4646,14-06-2015,frankfurter,4646_14-06-2015
2122,07-04-2015,frozen dessert,2122_07-04-2015
2730,15-06-2015,chicken,2730_15-06-2015
1800,31-07-2015,vinegar,1800_31-07-2015
1456,18-09-2015,rolls/buns,1456_18-09-2015
1138,02-09-2015,whole milk,1138_02-09-2015
4104,12-06-2015,pork,4104_12-06-2015
4985,28-02-2015,rolls/buns,4985_28-02-2015
3181,13-12-2015,grapes,3181_13-12-2015
3178,21-10-2015,frankfurter,3178_21-10-2015
1688,10-11-2015,finished products,1688_10-11-2015
1488,28-11-2015,onions,1488_28-11-2015
4975,08-05-2015,tropical fruit,4975_08-05-2015
4697,09-01-2015,other vegetables,4697_09-01-2015
4742,11-01-2015,ham,4742_11-01-2015
2640,22-04-2015,other vegetables,2640_22-04-2015
2548,25-12-2015,curd,2548_25-12-2015
2825,29-12-2015,sausage,2825_29-12-2015
2592,04-07-2015,canned beer,2592_04-07-2015
3622,28-12-2015,ham,3622_28-12-2015
4852,21-08-2015,packaged fruit/vegetables,4852_21-08-2015
1839,03-09-2015,meat,1839_03-09-2015
2413,04-04-2015,whole milk,2413_04-04-2015
2982,14-06-2015,canned beer,2982_14-06-2015
1981,31-10-2015,chicken,1981_31-10-2015
4440,21-09-2015,rolls/buns,4440_21-09-2015
3497,24-11-2015,pet care,3497_24-11-2015
3668,18-12-2015,root vegetables,3668_18-12-2015
4460,28-05-2015,pastry,4460_28-05-2015
1335,16-01-2015,frankfurter,1335_16-01-2015
4303,07-12-2015,chicken,4303_07-12-2015
3508,28-02-2015,frozen dessert,3508_28-02-2015
1959,19-03-2015,citrus fruit,1959_19-03-2015
3856,06-03-2015,sausage,3856_06-03-2015
3141,29-07-2015,root vegetables,3141_29-07-2015
4640,25-09-2015,root vegetables,4640_25-09-2015
4851,25-05-2015,bottled beer,4851_25-05-2015
3306,22-09-2015,frankfurter,3306_22-09-2015
2193,08-04-2015,root vegetables,2193_08-04-2015
1156,13-09-2015,berries,1156_13-09-2015
4596,08-04-2015,hamburger meat,4596_08-04-2015
1245,08-10-2015,tropical fruit,1245_08-10-2015
1515,05-07-2015,frankfurter,1515_05-07-2015
2564,14-07-2015,frankfurter,2564_14-07-2015
4527,18-10-2015,soda,4527_18-10-2015
2487,09-07-2015,ice cream,2487_09-07-2015
3420,27-02-2015,beef,3420_27-02-2015
4442,28-11-2015,whole milk,4442_28-11-2015
3164,30-04-2015,pork,3164_30-04-2015
3601,01-04-2015,whole milk,3601_01-04-2015
3176,25-05-2015,bottled beer,3176_25-05-2015
2568,22-07-2015,pork,2568_22-07-2015
1856,26-10-2015,root vegetables,1856_26-10-2015
3859,30-09-2015,canned beer,3859_30-09-2015
1668,21-08-2015,citrus fruit,1668_21-08-2015
4499,23-08-2015,pip fruit,4499_23-08-2015
1753,21-08-2015,root vegetables,1753_21-08-2015
3829,25-06-2015,tropical fruit,3829_25-06-2015
4825,08-01-2015,beef,4825_08-01-2015
3694,10-11-2015,chicken,3694_10-11-2015
4147,02-01-2015,citrus fruit,4147_02-01-2015
2196,09-10-2015,meat,2196_09-10-2015
2229,22-05-2015,cream cheese ,2229_22-05-2015
4724,03-09-2015,citrus fruit,4724_03-09-2015
3066,11-10-2015,specialty bar,3066_11-10-2015
1120,08-06-2015,meat,1120_08-06-2015
4769,22-08-2015,citrus fruit,4769_22-08-2015
4711,17-09-2015,frankfurter,4711_17-09-2015
2391,22-06-2015,citrus fruit,2391_22-06-2015
1216,04-03-2015,turkey,1216_04-03-2015
3154,14-05-2015,citrus fruit,3154_14-05-2015
3911,30-07-2015,sausage,3911_30-07-2015
3111,15-10-2015,newspapers,3111_15-10-2015
1385,26-11-2015,whole milk,1385_26-11-2015
1158,21-03-2015,yogurt,1158_21-03-2015
2733,22-07-2015,yogurt,2733_22-07-2015
4999,26-12-2015,bottled water,4999_26-12-2015
2882,12-06-2015,berries,2882_12-06-2015
2590,25-06-2015,packaged fruit/vegetables,2590_25-06-2015
4249,04-08-2015,frankfurter,4249_04-08-2015
3012,03-05-2015,nuts/prunes,3012_03-05-2015
1533,07-11-2015,citrus fruit,1533_07-11-2015
1667,12-01-2015,beef,1667_12-01-2015
4323,13-05-2015,whole milk,4323_13-05-2015
2087,22-02-2015,other vegetables,2087_22-02-2015
1853,31-05-2015,beef,1853_31-05-2015
2157,29-10-2015,fish,2157_29-10-2015
1136,29-10-2015,other vegetables,1136_29-10-2015
2049,07-10-2015,tropical fruit,2049_07-10-2015
3122,02-05-2015,coffee,3122_02-05-2015
2245,15-05-2015,sausage,2245_15-05-2015
4746,18-10-2015,meat,4746_18-10-2015
4224,24-02-2015,chicken,4224_24-02-2015
4219,19-03-2015,berries,4219_19-03-2015
2641,01-01-2015,frozen meals,2641_01-01-2015
3173,25-07-2015,whipped/sour cream,3173_25-07-2015
2191,19-10-2015,beef,2191_19-10-2015
4212,07-04-2015,chicken,4212_07-04-2015
1902,01-12-2015,chicken,1902_01-12-2015
1347,27-03-2015,beef,1347_27-03-2015
1578,23-06-2015,packaged fruit/vegetables,1578_23-06-2015
1264,23-11-2015,sugar,1264_23-11-2015
4632,30-09-2015,frankfurter,4632_30-09-2015
3452,01-11-2015,berries,3452_01-11-2015
4822,10-02-2015,bottled water,4822_10-02-2015
3987,18-06-2015,sausage,3987_18-06-2015
1672,07-10-2015,whole milk,1672_07-10-2015
4864,01-12-2015,ice cream,4864_01-12-2015
3368,09-03-2015,frankfurter,3368_09-03-2015
1283,22-09-2015,root vegetables,1283_22-09-2015
4428,28-06-2015,sausage,4428_28-06-2015
2577,25-10-2015,sausage,2577_25-10-2015
1973,24-10-2015,beef,1973_24-10-2015
3284,23-01-2015,fruit/vegetable juice,3284_23-01-2015
1905,19-05-2015,sugar,1905_19-05-2015
2226,09-03-2015,berries,2226_09-03-2015
1932,04-09-2015,yogurt,1932_04-09-2015
4506,11-08-2015,pork,4506_11-08-2015
1843,27-11-2015,bottled beer,1843_27-11-2015
3973,27-07-2015,curd,3973_27-07-2015
1651,28-07-2015,beef,1651_28-07-2015
3997,12-10-2015,pork,3997_12-10-2015
4796,25-08-2015,white bread,4796_25-08-2015
1245,24-09-2015,grapes,1245_24-09-2015
3579,17-08-2015,potato products,3579_17-08-2015
4387,10-02-2015,root vegetables,4387_10-02-2015
2496,29-06-2015,chicken,2496_29-06-2015
3590,28-03-2015,chicken,3590_28-03-2015
2890,26-04-2015,fish,2890_26-04-2015
1401,27-01-2015,canned beer,1401_27-01-2015
3297,21-05-2015,other vegetables,3297_21-05-2015
2867,23-12-2015,chicken,2867_23-12-2015
1365,20-05-2015,other vegetables,1365_20-05-2015
2355,24-07-2015,tropical fruit,2355_24-07-2015
1170,19-03-2015,whole milk,1170_19-03-2015
3554,21-03-2015,beef,3554_21-03-2015
4171,26-01-2015,sausage,4171_26-01-2015
3963,17-09-2015,whole milk,3963_17-09-2015
3076,08-12-2015,rolls/buns,3076_08-12-2015
1629,17-05-2015,citrus fruit,1629_17-05-2015
1366,30-05-2015,whole milk,1366_30-05-2015
3677,29-07-2015,pastry,3677_29-07-2015
2844,21-05-2015,tropical fruit,2844_21-05-2015
4509,28-09-2015,sliced cheese,4509_28-09-2015
3245,11-05-2015,soda,3245_11-05-2015
2294,22-06-2015,ham,2294_22-06-2015
1234,20-11-2015,salty snack,1234_20-11-2015
3001,24-12-2015,whole milk,3001_24-12-2015
3587,05-08-2015,root vegetables,3587_05-08-2015
2700,22-01-2015,soda,2700_22-01-2015
3838,14-12-2015,curd,3838_14-12-2015
4045,22-12-2015,bottled water,4045_22-12-2015
1858,25-04-2015,packaged fruit/vegetables,1858_25-04-2015
2280,11-01-2015,tropical fruit,2280_11-01-2015
2454,06-04-2015,ham,2454_06-04-2015
4437,09-10-2015,pork,4437_09-10-2015
1685,30-03-2015,beverages,1685_30-03-2015
2349,26-02-2015,sausage,2349_26-02-2015
1463,24-12-2015,sausage,1463_24-12-2015
3470,19-02-2015,root vegetables,3470_19-02-2015
4914,29-11-2015,whole milk,4914_29-11-2015
2448,31-08-2015,frankfurter,2448_31-08-2015
3387,10-05-2015,soda,3387_10-05-2015
3167,04-11-2015,soda,3167_04-11-2015
3175,17-03-2015,frankfurter,3175_17-03-2015
2678,21-09-2015,berries,2678_21-09-2015
4627,18-12-2015,canned beer,4627_18-12-2015
1773,17-10-2015,frankfurter,1773_17-10-2015
3100,23-05-2015,frankfurter,3100_23-05-2015
3232,29-05-2015,berries,3232_29-05-2015
3673,12-08-2015,frankfurter,3673_12-08-2015
4068,19-11-2015,newspapers,4068_19-11-2015
2340,07-10-2015,frozen fish,2340_07-10-2015
1930,01-03-2015,tropical fruit,1930_01-03-2015
3526,02-06-2015,beef,3526_02-06-2015
1617,10-02-2015,rolls/buns,1617_10-02-2015
1028,11-07-2015,specialty chocolate,1028_11-07-2015
4440,01-12-2015,sparkling wine,4440_01-12-2015
3554,23-07-2015,citrus fruit,3554_23-07-2015
1632,15-12-2015,onions,1632_15-12-2015
1429,07-02-2015,whole milk,1429_07-02-2015
1225,20-05-2015,photo/film,1225_20-05-2015
2509,15-07-2015,hamburger meat,2509_15-07-2015
4945,02-08-2015,other vegetables,4945_02-08-2015
4342,18-03-2015,whole milk,4342_18-03-2015
1832,28-09-2015,pork,1832_28-09-2015
1518,21-06-2015,tropical fruit,1518_21-06-2015
1512,20-09-2015,chicken,1512_20-09-2015
4818,20-03-2015,other vegetables,4818_20-03-2015
4686,19-08-2015,sausage,4686_19-08-2015
4986,01-02-2015,whole milk,4986_01-02-2015
2755,06-02-2015,rolls/buns,2755_06-02-2015
4532,29-11-2015,hygiene articles,4532_29-11-2015
2070,16-08-2015,ice cream,2070_16-08-2015
1894,09-05-2015,curd,1894_09-05-2015
3473,25-01-2015,whole milk,3473_25-01-2015
2140,28-09-2015,onions,2140_28-09-2015
3286,23-12-2015,finished products,3286_23-12-2015
4729,08-04-2015,salt,4729_08-04-2015
3204,20-02-2015,tropical fruit,3204_20-02-2015
1574,18-04-2015,other vegetables,1574_18-04-2015
3361,22-07-2015,chocolate,3361_22-07-2015
1776,25-02-2015,ice cream,1776_25-02-2015
2009,11-10-2015,tropical fruit,2009_11-10-2015
3479,24-03-2015,frankfurter,3479_24-03-2015
2394,22-11-2015,butter,2394_22-11-2015
1337,25-12-2015,other vegetables,1337_25-12-2015
3574,13-06-2015,tropical fruit,3574_13-06-2015
1727,18-07-2015,citrus fruit,1727_18-07-2015
1016,05-10-2015,UHT-milk,1016_05-10-2015
4326,21-01-2015,beef,4326_21-01-2015
2212,22-09-2015,curd,2212_22-09-2015
1990,01-08-2015,citrus fruit,1990_01-08-2015
3836,06-12-2015,yogurt,3836_06-12-2015
4560,01-07-2015,bottled beer,4560_01-07-2015
1119,04-02-2015,grapes,1119_04-02-2015
1379,18-05-2015,pork,1379_18-05-2015
1658,03-09-2015,sausage,1658_03-09-2015
2948,16-06-2015,frankfurter,2948_16-06-2015
1273,04-05-2015,artif. sweetener,1273_04-05-2015
1155,27-12-2015,frankfurter,1155_27-12-2015
1672,05-02-2015,pip fruit,1672_05-02-2015
3841,02-04-2015,frankfurter,3841_02-04-2015
1683,20-08-2015,whole milk,1683_20-08-2015
1774,07-08-2015,domestic eggs,1774_07-08-2015
4441,17-06-2015,packaged fruit/vegetables,4441_17-06-2015
1929,02-05-2015,chicken,1929_02-05-2015
1273,31-01-2015,pork,1273_31-01-2015
2920,11-10-2015,citrus fruit,2920_11-10-2015
2467,18-04-2015,light bulbs,2467_18-04-2015
2678,28-11-2015,cream cheese ,2678_28-11-2015
3423,02-06-2015,sausage,3423_02-06-2015
4223,19-07-2015,citrus fruit,4223_19-07-2015
2846,23-09-2015,other vegetables,2846_23-09-2015
4103,26-07-2015,chicken,4103_26-07-2015
4789,02-05-2015,ice cream,4789_02-05-2015
4916,26-02-2015,pork,4916_26-02-2015
2518,03-05-2015,pork,2518_03-05-2015
2622,07-03-2015,onions,2622_07-03-2015
4321,29-01-2015,tropical fruit,4321_29-01-2015
2050,28-06-2015,whipped/sour cream,2050_28-06-2015
2146,20-06-2015,berries,2146_20-06-2015
3938,26-05-2015,berries,3938_26-05-2015
1636,19-09-2015,rolls/buns,1636_19-09-2015
4694,29-07-2015,ice cream,4694_29-07-2015
2432,07-07-2015,coffee,2432_07-07-2015
4937,18-05-2015,whole milk,4937_18-05-2015
1293,01-03-2015,whole milk,1293_01-03-2015
2883,17-02-2015,citrus fruit,2883_17-02-2015
2267,30-01-2015,beef,2267_30-01-2015
3997,09-06-2015,pork,3997_09-06-2015
4792,20-07-2015,turkey,4792_20-07-2015
2292,25-03-2015,margarine,2292_25-03-2015
1018,23-05-2015,butter milk,1018_23-05-2015
4922,13-02-2015,beef,4922_13-02-2015
3151,25-09-2015,bottled water,3151_25-09-2015
2517,04-07-2015,pip fruit,2517_04-07-2015
1499,17-05-2015,whole milk,1499_17-05-2015
4993,21-01-2015,chocolate,4993_21-01-2015
1606,11-11-2015,frankfurter,1606_11-11-2015
2918,10-08-2015,whole milk,2918_10-08-2015
1815,13-01-2015,sausage,1815_13-01-2015
4524,05-07-2015,grapes,4524_05-07-2015
1395,11-06-2015,brown bread,1395_11-06-2015
3456,16-06-2015,root vegetables,3456_16-06-2015
1597,05-02-2015,UHT-milk,1597_05-02-2015
2315,02-05-2015,onions,2315_02-05-2015
4095,29-09-2015,beef,4095_29-09-2015
3680,24-11-2015,pork,3680_24-11-2015
2847,23-11-2015,canned beer,2847_23-11-2015
3426,25-10-2015,yogurt,3426_25-10-2015
4750,04-08-2015,yogurt,4750_04-08-2015
1384,09-08-2015,pip fruit,1384_09-08-2015
3120,09-08-2015,meat,3120_09-08-2015
1081,25-04-2015,coffee,1081_25-04-2015
1171,05-05-2015,bottled water,1171_05-05-2015
4932,08-07-2015,bottled beer,4932_08-07-2015
4189,11-09-2015,sausage,4189_11-09-2015
4455,09-09-2015,shopping bags,4455_09-09-2015
2928,11-02-2015,pork,2928_11-02-2015
4817,18-03-2015,frankfurter,4817_18-03-2015
4257,28-06-2015,ice cream,4257_28-06-2015
4254,20-07-2015,root vegetables,4254_20-07-2015
4071,19-09-2015,sausage,4071_19-09-2015
2109,28-10-2015,sausage,2109_28-10-2015
1412,05-07-2015,root vegetables,1412_05-07-2015
4088,23-09-2015,canned vegetables,4088_23-09-2015
